,date,open,high,low,close,volume,value,currency,수익률
82,2017-12-16 09:00:00,20080000.0,22475000.0,19810000.0,22205000.0,41694.09111338,870835418750.3627,KRW-BTC,0.10084222891124028
83,2017-12-17 09:00:00,22208000.0,22961000.0,21000000.0,21881000.0,35122.33783135,774987397539.5995,KRW-BTC,-0.014698808395551292
84,2017-12-18 09:00:00,21881000.0,22280000.0,20980000.0,22087000.0,39510.42923015,864254636436.4166,KRW-BTC,0.009370519802817369
85,2017-12-19 09:00:00,22086000.0,23741000.0,20450000.0,22367000.0,48064.50573599,1076218244994.0664,KRW-BTC,0.01259745817680147
86,2017-12-20 09:00:00,22385000.0,23299000.0,20600000.0,22638000.0,41426.79458212,915787457576.3986,KRW-BTC,0.012043251882095377
87,2017-12-21 09:00:00,22638000.0,23950000.0,20750000.0,22200000.0,43263.77604079,974647759990.218,KRW-BTC,-0.019537621331994603
88,2017-12-22 09:00:00,22200000.0,22840000.0,16105000.0,19089000.0,79976.23837469,1528909362094.557,KRW-BTC,-0.15098003595946893
89,2017-12-23 09:00:00,19090000.0,21120000.0,18312000.0,20525000.0,58485.96741678,1163881876672.5967,KRW-BTC,0.07253140241972718
90,2017-12-24 09:00:00,20523000.0,20770000.0,18499000.0,19592000.0,47643.13660186,929024030188.0336,KRW-BTC,-0.046522335688625356
91,2017-12-25 09:00:00,19589000.0,19950000.0,19210000.0,19822000.0,36350.71167524,712237808781.7738,KRW-BTC,0.01167111233465002
92,2017-12-26 09:00:00,19820000.0,22750000.0,19730000.0,21933000.0,54654.19806036,1172199097072.874,KRW-BTC,0.10119991999477183
93,2017-12-27 09:00:00,21932000.0,22650000.0,21074000.0,21970000.0,37639.65248022,825256664954.1604,KRW-BTC,0.0016855344172302072
94,2017-12-28 09:00:00,21964000.0,22000000.0,18323000.0,19565000.0,45244.24799131,896259224119.7755,KRW-BTC,-0.11593563073414306
95,2017-12-29 09:00:00,19565000.0,19738000.0,18530000.0,19290000.0,37594.01226698,716201020435.9087,KRW-BTC,-0.014155428744738057
96,2017-12-30 09:00:00,19290000.0,19478000.0,17800000.0,18415000.0,42305.07850317,790630766740.0131,KRW-BTC,-0.04642127702060911
97,2017-12-31 09:00:00,18401000.0,19637000.0,18208000.0,19280000.0,29363.72193703,553830467343.9598,KRW-BTC,0.04590273928537092
98,2018-01-01 09:00:00,19278000.0,19420000.0,18290000.0,18860000.0,27949.67613401,529081640813.1479,KRW-BTC,-0.022025011977088154
99,2018-01-02 09:00:00,18875000.0,21720000.0,18510000.0,20263000.0,41968.47300909,819264196997.1248,KRW-BTC,0.07175328567788078
100,2018-01-03 09:00:00,20263000.0,21329000.0,19520000.0,20900000.0,43168.2576045,888631010674.476,KRW-BTC,0.030952596087573253
101,2018-01-04 09:00:00,20899000.0,23685000.0,19700000.0,23402000.0,45192.45174241,979226883111.2864,KRW-BTC,0.11307232982600078
102,2018-01-05 09:00:00,23403000.0,28589000.0,22338000.0,27444000.0,56774.849841699994,1418955321795.6082,KRW-BTC,0.1593260760318782
103,2018-01-06 09:00:00,27451000.0,28885000.0,23966000.0,26924000.0,48971.92813081,1279382915220.0127,KRW-BTC,-0.019129482680177678
104,2018-01-07 09:00:00,26924000.0,27210000.0,24543000.0,25859000.0,31015.72258622,805561532281.216,KRW-BTC,-0.040359379312697216
105,2018-01-08 09:00:00,25859000.0,26449000.0,23850000.0,25230000.0,44839.78332164,1135051093505.0276,KRW-BTC,-0.024624940182803125
106,2018-01-09 09:00:00,25200000.0,25786000.0,22858000.0,24016000.0,41558.52968619,1009654272888.382,KRW-BTC,-0.04931348776186026
107,2018-01-10 09:00:00,24015000.0,24200000.0,19689000.0,21317000.0,43736.28693252,969877439744.9691,KRW-BTC,-0.11921539844004872
108,2018-01-11 09:00:00,21300000.0,21890000.0,14104000.0,19389000.0,61924.52562032,1181041028214.3333,KRW-BTC,-0.09479898150218932
109,2018-01-12 09:00:00,19359000.0,21143000.0,18005000.0,20745000.0,43734.14210793,858088176720.2753,KRW-BTC,0.06759935883596313
110,2018-01-13 09:00:00,20750000.0,21399000.0,19886000.0,21135000.0,30172.38452901,634210697267.0924,KRW-BTC,0.01862518023392197
111,2018-01-14 09:00:00,21130000.0,21299000.0,18131000.0,19206000.0,30105.53009772,586547552576.8049,KRW-BTC,-0.09570770380297226
112,2018-01-15 09:00:00,19210000.0,20143000.0,18201000.0,19106000.0,29582.95249892,571781083101.0643,KRW-BTC,-0.0052203083679643915
113,2018-01-16 09:00:00,19107000.0,19219000.0,11543000.0,14279000.0,59293.11406178,947014914659.6864,KRW-BTC,-0.2912124953996585
114,2018-01-17 09:00:00,14279000.0,15722000.0,11901000.0,14951000.0,60203.17701055,809847311215.9441,KRW-BTC,0.04598826078363255
115,2018-01-18 09:00:00,14954000.0,16370000.0,13650000.0,14880000.0,44001.92022842,651400884897.6748,KRW-BTC,-0.0047601578268449685
116,2018-01-19 09:00:00,14879000.0,15448000.0,14352000.0,15372000.0,27555.99477285,411893497250.1491,KRW-BTC,0.0325296432976516
117,2018-01-20 09:00:00,15370000.0,17208000.0,15225000.0,16858000.0,51147.45641776,845326077909.6179,KRW-BTC,0.09227764887269285
118,2018-01-21 09:00:00,16852000.0,16943000.0,13735000.0,14640000.0,44140.37058853,660819520492.5259,KRW-BTC,-0.14106781304212493
119,2018-01-22 09:00:00,14640000.0,14910000.0,12981000.0,13944000.0,30529.67525826,424614464672.0995,KRW-BTC,-0.04870820031544566
120,2018-01-23 09:00:00,13968000.0,14044000.0,12311000.0,13141000.0,28032.38238629,369065658985.6802,KRW-BTC,-0.05931219455621878
121,2018-01-24 09:00:00,13139000.0,13780000.0,12600000.0,13450000.0,24236.06233141,317699876835.02954,KRW-BTC,0.023241992386347173
122,2018-01-25 09:00:00,13450000.0,13900000.0,12800000.0,12973000.0,18943.75635587,251329639983.3806,KRW-BTC,-0.036108831458972764
123,2018-01-26 09:00:00,12973000.0,13350000.0,11500000.0,12876000.0,30279.96147663,379440453340.1203,KRW-BTC,-0.007505161152313585
124,2018-01-27 09:00:00,12876000.0,13132000.0,12300000.0,12900000.0,18535.39984957,235439540808.33005,KRW-BTC,0.001862197931064621
125,2018-01-28 09:00:00,12903000.0,13570000.0,12810000.0,13352000.0,20508.73672486,271698507514.6077,KRW-BTC,0.03443887499190747
126,2018-01-29 09:00:00,13351000.0,13489000.0,12560000.0,12909000.0,15844.07278917,205582977986.2608,KRW-BTC,-0.033741443834961686
127,2018-01-30 09:00:00,12909000.0,12957000.0,11310000.0,11627000.0,21206.17024434,258564860359.4156,KRW-BTC,-0.1045947628381011
128,2018-01-31 09:00:00,11658000.0,11900000.0,10400000.0,11429000.0,23175.02109439,259417060684.8827,KRW-BTC,-0.0171759947710102
129,2018-02-01 09:00:00,11439000.0,11490000.0,10011000.0,10070000.0,22225.67551126,236864009092.7793,KRW-BTC,-0.12659327818498994
130,2018-02-02 09:00:00,10061000.0,10120000.0,7830000.0,9410000.0,52018.46095277,465637634475.9709,KRW-BTC,-0.06778775313318264
131,2018-02-03 09:00:00,9410000.0,10200000.0,8400000.0,9520000.0,25405.73722415,235540121101.8899,KRW-BTC,0.011621895205985748
132,2018-02-04 09:00:00,9524000.0,10158000.0,8765000.0,8900000.0,18781.02389914,178483940514.02716,KRW-BTC,-0.06734357206517978
133,2018-02-05 09:00:00,8900000.0,9250000.0,7715000.0,7832000.0,20709.59917348,176326495552.98172,KRW-BTC,-0.12783337150988489
134,2018-02-06 09:00:00,7831000.0,8698000.0,6620000.0,8642000.0,44456.45172294,335384726987.6974,KRW-BTC,0.09841613228153218
135,2018-02-07 09:00:00,8646000.0,9199000.0,7990000.0,8387000.0,33928.15634331,294441762043.2158,KRW-BTC,-0.029951149507466912
136,2018-02-08 09:00:00,8410000.0,9690000.0,8410000.0,9480000.0,38113.82546535,351355936611.4521,KRW-BTC,0.12250142826465589
137,2018-02-09 09:00:00,9479000.0,9934000.0,9041000.0,9929000.0,29459.15309411,277460223221.5223,KRW-BTC,0.04627545178452672
138,2018-02-10 09:00:00,9929000.0,10656000.0,9475000.0,9959000.0,33057.11964565,335316118019.4635,KRW-BTC,0.003016896898045347
139,2018-02-11 09:00:00,9958000.0,10045000.0,9021000.0,9320000.0,17672.61615308,166733129197.31808,KRW-BTC,-0.06631403625200263
140,2018-02-12 09:00:00,9319000.0,10195000.0,9305000.0,10140000.0,14756.72285892,145173412651.06952,KRW-BTC,0.08432536946553719
141,2018-02-13 09:00:00,10149000.0,10220000.0,9630000.0,9906000.0,13735.57073936,136411104720.2393,KRW-BTC,-0.023347363996991177
142,2018-02-14 09:00:00,9906000.0,10510000.0,9896000.0,10473000.0,17264.67105928,176544632905.03326,KRW-BTC,0.0556598826249627
143,2018-02-15 09:00:00,10473000.0,11459000.0,10355000.0,11357000.0,26678.52011813,293165904394.8277,KRW-BTC,0.08103377711850054
144,2018-02-16 09:00:00,11357000.0,11800000.0,11151000.0,11462000.0,20284.75192278,231906886587.65186,KRW-BTC,0.009202922220036458
145,2018-02-17 09:00:00,11452000.0,12318000.0,11400000.0,12300000.0,34046.21887429,406337968335.0321,KRW-BTC,0.07056204624882609
146,2018-02-18 09:00:00,12300000.0,12755000.0,11522000.0,11966000.0,44163.19851131,538048238909.2242,KRW-BTC,-0.027529967410531705
147,2018-02-19 09:00:00,11966000.0,12663000.0,11862000.0,12649000.0,22700.15187526,278412584740.4364,KRW-BTC,0.05550886569756469
148,2018-02-20 09:00:00,12649000.0,14149000.0,12645000.0,13548000.0,41015.58477391,547143024491.7908,KRW-BTC,0.06866077429012057
149,2018-02-21 09:00:00,13542000.0,13650000.0,12411000.0,12815000.0,37637.76832665,492964886432.1959,KRW-BTC,-0.05562257513949083
150,2018-02-22 09:00:00,12823000.0,13031000.0,11660000.0,11763000.0,37219.85617238,454695464304.425,KRW-BTC,-0.08565734783773012
151,2018-02-23 09:00:00,11761000.0,12170000.0,11271000.0,12065000.0,31053.11554548,365496367275.31226,KRW-BTC,0.025349687098690826
152,2018-02-24 09:00:00,12065000.0,12359000.0,11281000.0,11553000.0,21762.37417394,257929366922.3311,KRW-BTC,-0.043363555576113495
153,2018-02-25 09:00:00,11553000.0,11613000.0,10805000.0,11230000.0,16499.63847015,185760963538.6857,KRW-BTC,-0.02835637475052968
154,2018-02-26 09:00:00,11230000.0,11884000.0,10828000.0,11773000.0,24307.10812212,276455308845.72,KRW-BTC,0.047220005345707985
155,2018-02-27 09:00:00,11778000.0,12165000.0,11463000.0,11951000.0,20616.46007981,244517108299.52615,KRW-BTC,0.015006182788684147
156,2018-02-28 09:00:00,11957000.0,12405000.0,11777000.0,11860000.0,21114.42802459,254046612860.76135,KRW-BTC,-0.007643563315164561
157,2018-03-01 09:00:00,11865000.0,12250000.0,11603000.0,12214000.0,20882.28518046,248835909818.7772,KRW-BTC,0.02941144123136369
158,2018-03-02 09:00:00,12214000.0,12581000.0,12123000.0,12465000.0,23945.11755659,295637064034.3188,KRW-BTC,0.02034188217457817
159,2018-03-03 09:00:00,12465000.0,12831000.0,12347000.0,12831000.0,18163.17519084,228965630025.4929,KRW-BTC,0.028939400937360107
160,2018-03-04 09:00:00,12831000.0,12840000.0,12255000.0,12592000.0,16125.74325513,201340229993.1828,KRW-BTC,-0.01880242623783385
161,2018-03-05 09:00:00,12592000.0,12899000.0,12451000.0,12746000.0,13919.50036247,175702590360.74634,KRW-BTC,0.012155805217054923
162,2018-03-06 09:00:00,12745000.0,12746000.0,11900000.0,12023000.0,15007.19978396,185315323122.34424,KRW-BTC,-0.058396014899330356
163,2018-03-07 09:00:00,12023000.0,12221000.0,10900000.0,11200000.0,29131.72046073,337512805826.04443,KRW-BTC,-0.07090770369172322
164,2018-03-08 09:00:00,11200000.0,11347000.0,10473000.0,10517000.0,21348.23284178,232885684468.13766,KRW-BTC,-0.0629207827631575
165,2018-03-09 09:00:00,10519000.0,10644000.0,9306000.0,10418000.0,36119.23291786,359087978449.7945,KRW-BTC,-0.009457916214891532
166,2018-03-10 09:00:00,10418000.0,10537000.0,9802000.0,9863000.0,16901.3779678,173993980170.12576,KRW-BTC,-0.05474469735114327
167,2018-03-11 09:00:00,9863000.0,10636000.0,9552000.0,10520000.0,22131.28254155,222910153569.97626,KRW-BTC,0.06448782533770736
168,2018-03-12 09:00:00,10519000.0,10879000.0,9895000.0,10213000.0,23224.57971188,243013316061.0005,KRW-BTC,-0.02961678871360193
169,2018-03-13 09:00:00,10213000.0,10355000.0,9900000.0,10168000.0,16134.0145346,163563552693.13174,KRW-BTC,-0.004415884708809018
170,2018-03-14 09:00:00,10167000.0,10265000.0,9000000.0,9153000.0,19491.85046288,188527487356.7046,KRW-BTC,-0.10516383948451068
171,2018-03-15 09:00:00,9141000.0,9300000.0,8438000.0,9115000.0,28078.89544603,249635075454.0921,KRW-BTC,-0.004160286272015873
172,2018-03-16 09:00:00,9115000.0,9310000.0,8763000.0,9095000.0,14610.88215893,132742166404.73773,KRW-BTC,-0.0021965961605407563
173,2018-03-17 09:00:00,9095000.0,9150000.0,8521000.0,8667000.0,9640.05582315,85560272227.023,KRW-BTC,-0.04820210181787775
174,2018-03-18 09:00:00,8667000.0,9080000.0,8056000.0,9018000.0,20951.81009811,177096093168.42688,KRW-BTC,0.03969986984668445
175,2018-03-19 09:00:00,9018000.0,9755000.0,8870000.0,9718000.0,26470.16482589,245419472243.3094,KRW-BTC,0.07475725598481872
176,2018-03-20 09:00:00,9718000.0,9996000.0,9160000.0,9829000.0,20520.44702784,196491719564.2672,KRW-BTC,0.011357363600781026
177,2018-03-21 09:00:00,9826000.0,10165000.0,9738000.0,9919000.0,16611.83303474,165715121214.27365,KRW-BTC,0.009114910179364442
178,2018-03-22 09:00:00,9919000.0,10050000.0,9505000.0,9783000.0,12988.83698289,127016149438.50513,KRW-BTC,-0.0138059242885649
179,2018-03-23 09:00:00,9779000.0,9850000.0,9253000.0,9847000.0,15006.67818287,142667325470.46442,KRW-BTC,0.006520654790373183
180,2018-03-24 09:00:00,9847000.0,10000000.0,9550000.0,9580000.0,16804.4057451,165029218994.35327,KRW-BTC,-0.027489248282895812
181,2018-03-25 09:00:00,9580000.0,9649000.0,9408000.0,9477000.0,11031.07579798,105095192622.35016,KRW-BTC,-0.01080978149471137
182,2018-03-26 09:00:00,9480000.0,9570000.0,8801000.0,9052000.0,13942.96366853,127581011940.66682,KRW-BTC,-0.04588208271676686
183,2018-03-27 09:00:00,9054000.0,9141000.0,8520000.0,8651000.0,14209.6371507,125080254901.64696,KRW-BTC,-0.045310806573053655
184,2018-03-28 09:00:00,8651000.0,8886000.0,8560000.0,8730000.0,9953.7299998,86802477741.02734,KRW-BTC,0.009090448653273632
185,2018-03-29 09:00:00,8730000.0,8766000.0,7780000.0,7915000.0,18276.83128802,151238051477.14026,KRW-BTC,-0.09800567651853537
186,2018-03-30 09:00:00,7911000.0,8090000.0,7431000.0,7602000.0,21297.75214749,164045187614.0903,KRW-BTC,-0.04034832276591853
187,2018-03-31 09:00:00,7602000.0,7934000.0,7540000.0,7697000.0,13024.44541947,100867346789.22932,KRW-BTC,0.012419271985123265
188,2018-04-01 09:00:00,7688000.0,7774000.0,7087000.0,7482000.0,16446.53644957,122342431083.2406,KRW-BTC,-0.028330506626225996
189,2018-04-02 09:00:00,7486000.0,7851000.0,7390000.0,7710000.0,15765.52176574,120687120257.72768,KRW-BTC,0.03001805164928364
190,2018-04-03 09:00:00,7713000.0,8175000.0,7643000.0,8092000.0,21006.76635312,167328191097.50308,KRW-BTC,0.04835773173026096
191,2018-04-04 09:00:00,8091000.0,8120000.0,7403000.0,7492000.0,16809.36722484,131238696808.84602,KRW-BTC,-0.07704013472365692
192,2018-04-05 09:00:00,7492000.0,7834000.0,7188000.0,7408000.0,32381.00201758,242670189046.2861,KRW-BTC,-0.011275287237963809
193,2018-04-06 09:00:00,7408000.0,7488000.0,7125000.0,7280000.0,9428.54399951,68879512444.37962,KRW-BTC,-0.017429635135283648
194,2018-04-07 09:00:00,7277000.0,7673000.0,7232000.0,7533000.0,12182.3813802,91234343725.51886,KRW-BTC,0.03416250663496315
195,2018-04-08 09:00:00,7533000.0,7657000.0,7480000.0,7622000.0,11679.05867346,88577530197.90446,KRW-BTC,0.011745433608110928
