,date,open,high,low,close,volume,value,currency,수익률
0,2017-09-25 09:00:00,4201000.0,4333000.0,4175000.0,4322000.0,132.48475499,560214613.8164,KRW-BTC,
1,2017-09-26 09:00:00,4317000.0,4418000.0,4311000.0,4321000.0,22.78833969,99507239.78705,KRW-BTC,-0.000231401134898065
2,2017-09-27 09:00:00,4322000.0,4677000.0,4318000.0,4657000.0,32.2696617,144827622.95668998,KRW-BTC,0.07488460705044413
3,2017-09-28 09:00:00,4657000.0,4772000.0,4519000.0,4586000.0,80.5882434,372185978.32992,KRW-BTC,-0.0153632795645275
4,2017-09-29 09:00:00,4586000.0,4709000.0,4476000.0,4657000.0,59.35237346,272455756.80078,KRW-BTC,0.015363279564527517
5,2017-09-30 09:00:00,4657000.0,4896000.0,4651000.0,4895000.0,19.99848332,95614755.70559001,KRW-BTC,0.04984281198223352
6,2017-10-01 09:00:00,4889000.0,4978000.0,4682000.0,4962000.0,27.32333246,133132538.89401,KRW-BTC,0.013594609287135488
7,2017-10-02 09:00:00,4962000.0,5095000.0,4956000.0,5025000.0,31.72800385,159931532.80646002,KRW-BTC,0.012616568675530095
8,2017-10-03 09:00:00,5021000.0,5079000.0,4811000.0,4964000.0,11.89930699,58901304.615490004,KRW-BTC,-0.01221358660277868
9,2017-10-04 09:00:00,4987000.0,5002000.0,4837000.0,4895000.0,7.03874388,34588125.30359,KRW-BTC,-0.013997591359887014
10,2017-10-05 09:00:00,4894000.0,4993000.0,4811000.0,4926000.0,5.36365175,26371319.19136,KRW-BTC,0.006313023715872469
11,2017-10-06 09:00:00,4927000.0,5034000.0,4885000.0,5027000.0,25.16382027,123935127.5442,KRW-BTC,0.020296085012092013
12,2017-10-07 09:00:00,4983000.0,5070000.0,4935000.0,5047000.0,4.343932,21667485.97149,KRW-BTC,0.003970622647687239
13,2017-10-08 09:00:00,5044000.0,5263000.0,4993000.0,5217000.0,145.91785961,738294004.47278,KRW-BTC,0.03312851668213029
14,2017-10-09 09:00:00,5222000.0,5761000.0,5188000.0,5477000.0,8.07043419,43270591.14121,KRW-BTC,0.048634981761328605
15,2017-10-10 09:00:00,5469000.0,5665000.0,5459000.0,5486000.0,11.69369387,64822758.50704,KRW-BTC,0.0016418867138272531
16,2017-10-11 09:00:00,5533000.0,5605000.0,5451000.0,5557000.0,4.21265003,23324891.841670003,KRW-BTC,0.01285900178237272
17,2017-10-12 09:00:00,5569000.0,6377000.0,5515000.0,6332000.0,20.91828711,118992386.99591,KRW-BTC,0.13055774772098144
18,2017-10-13 09:00:00,6346000.0,6950000.0,6149000.0,6438000.0,26.82608423,175283223.76282,KRW-BTC,0.016601790857850744
19,2017-10-14 09:00:00,6427000.0,6664000.0,6322000.0,6664000.0,3.35282452,21713362.01115,KRW-BTC,0.03450197198792505
20,2017-10-15 09:00:00,6610000.0,6700000.0,6142000.0,6381000.0,7.63078273,48606365.59432,KRW-BTC,-0.043395079978331794
21,2017-10-16 09:00:00,6403000.0,6527000.0,6282000.0,6491000.0,22.92663476,146271226.15592,KRW-BTC,0.017091777165121665
22,2017-10-17 09:00:00,6495000.0,6510000.0,6299000.0,6457000.0,4.24133721,27260409.19505,KRW-BTC,-0.005251788407001563
23,2017-10-18 09:00:00,6413000.0,6489000.0,5876000.0,6391000.0,36.00111898,219208847.48369,KRW-BTC,-0.010274062976185229
24,2017-10-19 09:00:00,6405000.0,6596000.0,6109000.0,6511000.0,11.95565558,76025647.17432,KRW-BTC,0.018602303586580275
25,2017-10-20 09:00:00,6536000.0,6954000.0,6395000.0,6928000.0,21.97426401,145159280.71805,KRW-BTC,0.06207811700540905
26,2017-10-21 09:00:00,6928000.0,7253000.0,6773000.0,6874000.0,5.46210809,38250145.45411,KRW-BTC,-0.00782499283249185
27,2017-10-22 09:00:00,6858000.0,7060000.0,6709000.0,7039000.0,4.39101644,30054045.846279997,KRW-BTC,0.023719936198352404
28,2017-10-23 09:00:00,7017000.0,7100000.0,6668000.0,6971000.0,14.03934445,97052524.49132,KRW-BTC,-0.009707428121732834
29,2017-10-24 09:00:00,7034000.0,7052000.0,6350000.0,6479000.0,98.67422940000002,651377192.14619,KRW-BTC,-0.07319250903644142
30,2017-10-25 09:00:00,6479000.0,6644000.0,6212000.0,6643000.0,108.36397361,695968675.01792,KRW-BTC,0.02499749121528382
31,2017-10-26 09:00:00,6643000.0,6873000.0,6534000.0,6811000.0,428.50851968,2881467621.80027,KRW-BTC,0.024975283576077114
32,2017-10-27 09:00:00,6765000.0,6950000.0,6633000.0,6710000.0,431.20412963,2917092203.6668897,KRW-BTC,-0.014940001275590937
33,2017-10-28 09:00:00,6708000.0,6800000.0,6600000.0,6715000.0,404.19563617,2708305312.92229,KRW-BTC,0.0007448789916104024
34,2017-10-29 09:00:00,6715000.0,7030000.0,6588000.0,6961000.0,656.27989369,4413173510.25254,KRW-BTC,0.03597931221132856
35,2017-10-30 09:00:00,6961000.0,7007000.0,6809000.0,6964000.0,521.84628417,3621429303.55395,KRW-BTC,0.0004308797194131559
36,2017-10-31 09:00:00,6965000.0,7479000.0,6965000.0,7422000.0,1170.54812455,8331387759.05405,KRW-BTC,0.06369454073246329
37,2017-11-01 09:00:00,7422000.0,7799000.0,7256000.0,7798000.0,1164.45059943,8657129768.276741,KRW-BTC,0.049418727921999674
38,2017-11-02 09:00:00,7790000.0,8596000.0,7500000.0,8217000.0,1806.67768011,14621738292.197182,KRW-BTC,0.05233788838864524
39,2017-11-03 09:00:00,8219000.0,8478000.0,8000000.0,8143000.0,1025.40458685,8480692936.987691,KRW-BTC,-0.009046516464056567
40,2017-11-04 09:00:00,8136000.0,8400000.0,7560000.0,8346000.0,881.59851324,7137573137.46992,KRW-BTC,0.024623719684366604
41,2017-11-05 09:00:00,8345000.0,8620000.0,8280000.0,8453000.0,993.49954201,8409963563.14026,KRW-BTC,0.012739025777429712
42,2017-11-06 09:00:00,8454000.0,8480000.0,8030000.0,8060000.0,1914.09607157,15924418602.8134,KRW-BTC,-0.04760785142825368
43,2017-11-07 09:00:00,8060000.0,8413000.0,8050000.0,8243000.0,1858.95589505,15264884249.39165,KRW-BTC,0.022450798812553442
44,2017-11-08 09:00:00,8244000.0,8639000.0,8060000.0,8339000.0,2280.72049163,18964680864.9587,KRW-BTC,0.011578949773757792
45,2017-11-09 09:00:00,8338000.0,8340000.0,8041000.0,8148000.0,2491.80910057,20397973001.43914,KRW-BTC,-0.023170806740288888
46,2017-11-10 09:00:00,8150000.0,8240000.0,7320000.0,7541000.0,3612.89564315,28271699640.032513,KRW-BTC,-0.07741769914404938
47,2017-11-11 09:00:00,7541000.0,7897000.0,7009000.0,7231000.0,3407.25730505,25386732062.7362,KRW-BTC,-0.04197746002769517
48,2017-11-12 09:00:00,7231000.0,8250000.0,6476000.0,7132000.0,8255.02328981,59303943335.4971,KRW-BTC,-0.013785639191920853
49,2017-11-13 09:00:00,7132000.0,7898000.0,6921000.0,7487000.0,9275.45757255,68979166583.98106,KRW-BTC,0.048576483247654095
50,2017-11-14 09:00:00,7471000.0,7699000.0,7430000.0,7591000.0,6500.25828248,49083415078.93159,KRW-BTC,0.013795151786083095
51,2017-11-15 09:00:00,7592000.0,8397000.0,7560000.0,8350000.0,7565.29668171,60575966230.99168,KRW-BTC,0.095298203828133
52,2017-11-16 09:00:00,8350000.0,8750000.0,8150000.0,8710000.0,7885.12189571,66362578166.67221,KRW-BTC,0.04221025200164734
53,2017-11-17 09:00:00,8710000.0,8899000.0,8400000.0,8541000.0,8479.64307876,73541971046.96329,KRW-BTC,-0.019593693900401266
54,2017-11-18 09:00:00,8542000.0,8699000.0,8356000.0,8618000.0,8359.23158399,71270791002.62938,KRW-BTC,0.008974942229636101
55,2017-11-19 09:00:00,8618000.0,8888000.0,8495000.0,8770000.0,6018.17460761,51704190379.623436,KRW-BTC,0.017483767190445376
56,2017-11-20 09:00:00,8770000.0,9181000.0,8655000.0,9025000.0,11144.14671373,98856175269.8701,KRW-BTC,0.02866169783485291
57,2017-11-21 09:00:00,8994000.0,9230000.0,8500000.0,8944000.0,14774.66683164,132652866037.0233,KRW-BTC,-0.009015587806201293
58,2017-11-22 09:00:00,8944000.0,9200000.0,8932000.0,9084000.0,13847.87059897,125645415654.13205,KRW-BTC,0.015531707830568599
59,2017-11-23 09:00:00,9084000.0,9134000.0,8905000.0,8943000.0,13841.87719654,125047210622.13188,KRW-BTC,-0.01564352087926791
60,2017-11-24 09:00:00,8945000.0,9670000.0,7182000.0,9195000.0,22584.05850985,205808331428.2093,KRW-BTC,0.02778875469224043
61,2017-11-25 09:00:00,9195000.0,9908000.0,8930000.0,9879000.0,13583.46813243,127609531945.92575,KRW-BTC,0.07175143400605258
62,2017-11-26 09:00:00,9879000.0,10750000.0,9751000.0,10344000.0,21616.95893054,219495708155.2592,KRW-BTC,0.045995349407219346
63,2017-11-27 09:00:00,10339000.0,11320000.0,10333000.0,11314000.0,19495.17150332,212595498131.18756,KRW-BTC,0.08963425545140767
64,2017-11-28 09:00:00,11315000.0,12074000.0,11111000.0,12048000.0,31149.61770187,361833928118.6861,KRW-BTC,0.06285777413657373
65,2017-11-29 09:00:00,12050000.0,13750000.0,10800000.0,11104000.0,46072.10048672,583392545363.8435,KRW-BTC,-0.08159326729308912
66,2017-11-30 09:00:00,11114000.0,12550000.0,10017000.0,11935000.0,41015.72824001,468921379821.1759,KRW-BTC,0.0721698560263447
67,2017-12-01 09:00:00,11935000.0,12680000.0,11201000.0,12532000.0,30105.44287949,361396684693.6415,KRW-BTC,0.04881011329915178
68,2017-12-02 09:00:00,12532000.0,13180000.0,12350000.0,12971000.0,29070.16589351,373696719511.0773,KRW-BTC,0.03443072326859083
69,2017-12-03 09:00:00,12970000.0,13529000.0,12840000.0,13128000.0,26158.44322038,342652005584.1855,KRW-BTC,0.012031257429253634
70,2017-12-04 09:00:00,13120000.0,13688000.0,13119000.0,13684000.0,23034.66918821,308794107045.7385,KRW-BTC,0.041479913327568445
71,2017-12-05 09:00:00,13683000.0,14794000.0,13612000.0,14645000.0,27842.82483202,393354372550.99945,KRW-BTC,0.06787171316433856
72,2017-12-06 09:00:00,14645000.0,19006000.0,14645000.0,18390000.0,46874.81572282,764486810510.9639,KRW-BTC,0.22770805833653288
73,2017-12-07 09:00:00,18389000.0,23860000.0,17965000.0,23791000.0,55171.05694429,1118269518418.238,KRW-BTC,0.257500319283477
74,2017-12-08 09:00:00,23795000.0,24967000.0,16521000.0,20260000.0,101681.96225121,2070532197879.6824,KRW-BTC,-0.16065885907916944
75,2017-12-09 09:00:00,20259000.0,20877000.0,15257000.0,17769000.0,57286.61272035,1017293699277.7094,KRW-BTC,-0.13119313285759948
76,2017-12-10 09:00:00,17769000.0,18537000.0,13744000.0,17661000.0,87737.90180131,1397576996544.1858,KRW-BTC,-0.006096547248703796
77,2017-12-11 09:00:00,17661000.0,19989000.0,17520000.0,19307000.0,49104.26522594,937491532254.3289,KRW-BTC,0.08910890573944558
78,2017-12-12 09:00:00,19307000.0,19549000.0,18497000.0,18940000.0,37765.66828121,724954383604.7885,KRW-BTC,-0.019191636695747447
79,2017-12-13 09:00:00,18943000.0,19301000.0,17379000.0,18358000.0,38816.44091324,720181409852.3256,KRW-BTC,-0.031210640961032925
80,2017-12-14 09:00:00,18356000.0,19312000.0,18101000.0,18660000.0,39274.3089533,729015620961.6691,KRW-BTC,0.016316748622298566
81,2017-12-15 09:00:00,18664000.0,21558000.0,18539000.0,20075000.0,53514.06078424,1078431840484.545,KRW-BTC,0.07309306441362753
